Product ,,,Item Categorization,,,,,,,,,,Item Specs,,,,,,,,,,,,,,,Images,Pricing,,
SKU,SKU #,Product Satus,Product type,Style (Pattern),Category,Category (Trim),Collection,Usage,Color 1,Color 2,Fire Code,Min Order Qty.,Content,Cleaning Code,Finish,Style,Usage2,Repeat,Width (inches),Abrasion,Category2,Direction,Fire Code2,Color,Weight,Collection2,Roll size,File Name,Price Level 1,Price Level 3,Price Level 5
Le Lin Beaded Fringe Grape,04085,Current,Trim,Solid/Plain,,Beaded Fringe,Le Lin Collection,Multi-purpose,Purple,,,27.5,63% Linen / 37% Rayon,,,,Multi-purpose,,1.46,,,,,Grape,24.66g/yard,Le Lin Collection,27.5 yds (25 m),Le-Lin-Beaded-Fringe-Grape.jpg,$12.11,$14.55,$24.22
Le Lin Beaded Fringe Grasshopper,04086,Current,Trim,Solid/Plain,,Beaded Fringe,Le Lin Collection,Multi-purpose,Green,,,27.5,63% Linen / 37% Rayon,,,,Multi-purpose,,1.46,,,,,Grasshopper,24.66g/yard,Le Lin Collection,27.5 yds (25 m),Le-Lin-Beaded-Fringe-Grasshopper.jpg,$12.11,$14.55,$24.22
Le Lin Beaded Fringe Haze,04087,Current,Trim,Solid/Plain,,Beaded Fringe,Le Lin Collection,Multi-purpose,Neutral,,,27.5,63% Linen / 37% Rayon,,,,Multi-purpose,,1.46,,,,,Haze,24.66g/yard,Le Lin Collection,27.5 yds (25 m),Le-Lin-Beaded-Fringe-Haze.jpg,$12.11,$14.55,$24.22
Le Lin Beaded Fringe Jute,04088,Current,Trim,Solid/Plain,,Beaded Fringe,Le Lin Collection,Multi-purpose,Yellow,,,27.5,63% Linen / 37% Rayon,,,,Multi-purpose,,1.46,,,,,Jute,24.66g/yard,Le Lin Collection,27.5 yds (25 m),Le-Lin-Beaded-Fringe-Jute.jpg,$12.11,$14.55,$24.22
Le Lin Beaded Fringe Leaf,04089,Current,Trim,Solid/Plain,,Beaded Fringe,Le Lin Collection,Multi-purpose,Green,,,27.5,63% Linen / 37% Rayon,,,,Multi-purpose,,1.46,,,,,Leaf,24.66g/yard,Le Lin Collection,27.5 yds (25 m),Le-Lin-Beaded-Fringe-Leaf.jpg,$12.11,$14.55,$24.22
Le Lin Beaded Fringe Linen,04090,Current,Trim,Solid/Plain,,Beaded Fringe,Le Lin Collection,Multi-purpose,Neutral,,,27.5,63% Linen / 37% Rayon,,,,Multi-purpose,,1.46,,,,,Linen,24.66g/yard,Le Lin Collection,27.5 yds (25 m),Le-Lin-Beaded-Fringe-Linen.jpg,$12.11,$14.55,$24.22
Le Lin Beaded Fringe Mocha,04091,Current,Trim,Solid/Plain,,Beaded Fringe,Le Lin Collection,Multi-purpose,Neutral,,,27.5,63% Linen / 37% Rayon,,,,Multi-purpose,,1.46,,,,,Mocha,24.66g/yard,Le Lin Collection,27.5 yds (25 m),Le-Lin-Beaded-Fringe-Mocha.jpg,$12.11,$14.55,$24.22
Le Lin Beaded Fringe Navy,04092,Current,Trim,Solid/Plain,,Beaded Fringe,Le Lin Collection,Multi-purpose,Blue,,,27.5,63% Linen / 37% Rayon,,,,Multi-purpose,,1.46,,,,,Navy,24.66g/yard,Le Lin Collection,27.5 yds (25 m),Le-Lin-Beaded-Fringe-Navy.jpg,$12.11,$14.55,$24.22
Le Lin Beaded Fringe Nude,04093,Current,Trim,Solid/Plain,,Beaded Fringe,Le Lin Collection,Multi-purpose,Pink,,,27.5,63% Linen / 37% Rayon,,,,Multi-purpose,,1.46,,,,,Nude,24.66g/yard,Le Lin Collection,27.5 yds (25 m),Le-Lin-Beaded-Fringe-Nude.jpg,$12.11,$14.55,$24.22
Le Lin Beaded Fringe Pear,04094,Current,Trim,Solid/Plain,,Beaded Fringe,Le Lin Collection,Multi-purpose,Green,,,27.5,63% Linen / 37% Rayon,,,,Multi-purpose,,1.46,,,,,Pear,24.66g/yard,Le Lin Collection,27.5 yds (25 m),Le-Lin-Beaded-Fringe-Pear.jpg,$12.11,$14.55,$24.22
Le Lin Beaded Fringe Peddle,04095,Current,Trim,Solid/Plain,,Beaded Fringe,Le Lin Collection,Multi-purpose,Grey,,,27.5,63% Linen / 37% Rayon,,,,Multi-purpose,,1.46,,,,,Peddle,24.66g/yard,Le Lin Collection,27.5 yds (25 m),Le-Lin-Beaded-Fringe-Peddle.jpg,$12.11,$14.55,$24.22
Le Lin Beaded Fringe Pink Bliss,04096,Current,Trim,Solid/Plain,,Beaded Fringe,Le Lin Collection,Multi-purpose,Pink,,,27.5,63% Linen / 37% Rayon,,,,Multi-purpose,,1.46,,,,,Pink Bliss,24.66g/yard,Le Lin Collection,27.5 yds (25 m),Le-Lin-Beaded-Fringe-Pink-Bliss.jpg,$12.11,$14.55,$24.22
Le Lin Beaded Fringe Quartz,04097,Current,Trim,Solid/Plain,,Beaded Fringe,Le Lin Collection,Multi-purpose,White,,,27.5,63% Linen / 37% Rayon,,,,Multi-purpose,,1.46,,,,,Quartz,24.66g/yard,Le Lin Collection,27.5 yds (25 m),Le-Lin-Beaded-Fringe-Quartz.jpg,$12.11,$14.55,$24.22
Le Lin Beaded Fringe Rain,04098,Current,Trim,Solid/Plain,,Beaded Fringe,Le Lin Collection,Multi-purpose,Silver,,,27.5,63% Linen / 37% Rayon,,,,Multi-purpose,,1.46,,,,,Rain,24.66g/yard,Le Lin Collection,27.5 yds (25 m),Le-Lin-Beaded-Fringe-Rain.jpg,$12.11,$14.55,$24.22
Le Lin Beaded Fringe Rouge,04099,Current,Trim,Solid/Plain,,Beaded Fringe,Le Lin Collection,Multi-purpose,Red,,,27.5,63% Linen / 37% Rayon,,,,Multi-purpose,,1.46,,,,,Rouge,24.66g/yard,Le Lin Collection,27.5 yds (25 m),Le-Lin-Beaded-Fringe-Rouge.jpg,$12.11,$14.55,$24.22
Le Lin Beaded Fringe Rust,04100,Current,Trim,Solid/Plain,,Beaded Fringe,Le Lin Collection,Multi-purpose,Red,,,27.5,63% Linen / 37% Rayon,,,,Multi-purpose,,1.46,,,,,Rust,24.66g/yard,Le Lin Collection,27.5 yds (25 m),Le-Lin-Beaded-Fringe-Rust.jpg,$12.11,$14.55,$24.22
Le Lin Beaded Fringe Saffron,04101,Current,Trim,Solid/Plain,,Beaded Fringe,Le Lin Collection,Multi-purpose,Orange,,,27.5,63% Linen / 37% Rayon,,,,Multi-purpose,,1.46,,,,,Saffron,24.66g/yard,Le Lin Collection,27.5 yds (25 m),Le-Lin-Beaded-Fringe-Saffron.jpg,$12.11,$14.55,$24.22
Le Lin Beaded Fringe Shade,04102,Current,Trim,Solid/Plain,,Beaded Fringe,Le Lin Collection,Multi-purpose,Grey,,,27.5,63% Linen / 37% Rayon,,,,Multi-purpose,,1.46,,,,,Shade,24.66g/yard,Le Lin Collection,27.5 yds (25 m),Le-Lin-Beaded-Fringe-Shade.jpg,$12.11,$14.55,$24.22
Le Lin Beaded Fringe Shadow,04103,Current,Trim,Solid/Plain,,Beaded Fringe,Le Lin Collection,Multi-purpose,Neutral,,,27.5,63% Linen / 37% Rayon,,,,Multi-purpose,,1.46,,,,,Shadow,24.66g/yard,Le Lin Collection,27.5 yds (25 m),Le-Lin-Beaded-Fringe-Shadow.jpg,$12.11,$14.55,$24.22
Le Lin Beaded Fringe Sky,04104,Current,Trim,Solid/Plain,,Beaded Fringe,Le Lin Collection,Multi-purpose,Blue,,,27.5,63% Linen / 37% Rayon,,,,Multi-purpose,,1.46,,,,,Sky,24.66g/yard,Le Lin Collection,27.5 yds (25 m),Le-Lin-Beaded-Fringe-Sky.jpg,$12.11,$14.55,$24.22
Le Lin Beaded Fringe Spa,04105,Current,Trim,Solid/Plain,,Beaded Fringe,Le Lin Collection,Multi-purpose,Red,,,27.5,63% Linen / 37% Rayon,,,,Multi-purpose,,1.46,,,,,Spa,24.66g/yard,Le Lin Collection,27.5 yds (25 m),Le-Lin-Beaded-Fringe-Spa.jpg,$12.11,$14.55,$24.22
Le Lin Beaded Fringe Spice,04106,Current,Trim,Solid/Plain,,Beaded Fringe,Le Lin Collection,Multi-purpose,Red,,,27.5,63% Linen / 37% Rayon,,,,Multi-purpose,,1.46,,,,,Spice,24.66g/yard,Le Lin Collection,27.5 yds (25 m),Le-Lin-Beaded-Fringe-Spice.jpg,$12.11,$14.55,$24.22
Le Lin Beaded Fringe Spruce,04107,Current,Trim,Solid/Plain,,Beaded Fringe,Le Lin Collection,Multi-purpose,Black,,,27.5,63% Linen / 37% Rayon,,,,Multi-purpose,,1.46,,,,,Spruce,24.66g/yard,Le Lin Collection,27.5 yds (25 m),Le-Lin-Beaded-Fringe-Spruce.jpg,$12.11,$14.55,$24.22
Le Lin Beaded Fringe Steel,04108,Current,Trim,Solid/Plain,,Beaded Fringe,Le Lin Collection,Multi-purpose,Silver,,,27.5,63% Linen / 37% Rayon,,,,Multi-purpose,,1.46,,,,,Steel,24.66g/yard,Le Lin Collection,27.5 yds (25 m),Le-Lin-Beaded-Fringe-Steel.jpg,$12.11,$14.55,$24.22
Le Lin Beaded Fringe Stone,04109,Current,Trim,Solid/Plain,,Beaded Fringe,Le Lin Collection,Multi-purpose,Grey,,,27.5,63% Linen / 37% Rayon,,,,Multi-purpose,,1.46,,,,,Stone,24.66g/yard,Le Lin Collection,27.5 yds (25 m),Le-Lin-Beaded-Fringe-Stone.jpg,$12.11,$14.55,$24.22
Le Lin Beaded Fringe Tranquility,04110,Current,Trim,Solid/Plain,,Beaded Fringe,Le Lin Collection,Multi-purpose,Purple,,,27.5,63% Linen / 37% Rayon,,,,Multi-purpose,,1.46,,,,,Tranquility,24.66g/yard,Le Lin Collection,27.5 yds (25 m),Le-Lin-Beaded-Fringe-Tranquility.jpg,$12.11,$14.55,$24.22
Le Lin Beaded Fringe Twighlight,04111,Current,Trim,Solid/Plain,,Beaded Fringe,Le Lin Collection,Multi-purpose,Blue,,,27.5,63% Linen / 37% Rayon,,,,Multi-purpose,,1.46,,,,,Twighlight,24.66g/yard,Le Lin Collection,27.5 yds (25 m),Le-Lin-Beaded-Fringe-Twighlight.jpg,$12.11,$14.55,$24.22
Le Lin Beaded Fringe Whisper,04112,Current,Trim,Solid/Plain,,Beaded Fringe,Le Lin Collection,Multi-purpose,Purple,,,27.5,63% Linen / 37% Rayon,,,,Multi-purpose,,1.46,,,,,Whisper,24.66g/yard,Le Lin Collection,27.5 yds (25 m),Le-Lin-Beaded-Fringe-Whisper.jpg,$12.11,$14.55,$24.22
Le Lin Beaded Fringe White,04113,Current,Trim,Solid/Plain,,Beaded Fringe,Le Lin Collection,Multi-purpose,White,,,27.5,63% Linen / 37% Rayon,,,,Multi-purpose,,1.46,,,,,White,24.66g/yard,Le Lin Collection,27.5 yds (25 m),Le-Lin-Beaded-Fringe-White.jpg,$12.11,$14.55,$24.22
Le Lin Bullion - Blue,04114,Current,Trim,Solid/Plain,,Dropper Fringes,Le Lin Collection,Multi-purpose,Blue,,,27.5,100% Polyester,,,,Multi-purpose,,8,,,,,Blue,,Le Lin Collection,27.5 yds (25 m),Le-Lin-Bullion-Blue.jpg,$17.95,$19.95,$35.90
Le Lin Bullion - Canvas,04115,Current,Trim,Solid/Plain,,Dropper Fringes,Le Lin Collection,Multi-purpose,White,,,27.5,100% Polyester,,,,Multi-purpose,,8,,,,,Canvas,,Le Lin Collection,27.5 yds (25 m),Le-Lin-Bullion-Canvas.jpg,$17.95,$19.95,$35.90
Le Lin Bullion - Cornflower,04116,Current,Trim,Solid/Plain,,Dropper Fringes,Le Lin Collection,Multi-purpose,Blue,,,27.5,100% Polyester,,,,Multi-purpose,,8,,,,,Cornflower,,Le Lin Collection,27.5 yds (25 m),Le-Lin-Bullion-Cornflower.jpg,$17.95,$19.95,$35.90
Le Lin Bullion - Cotton,04117,Current,Trim,Solid/Plain,,Dropper Fringes,Le Lin Collection,Multi-purpose,White,,,27.5,100% Polyester,,,,Multi-purpose,,8,,,,,Cotton,,Le Lin Collection,27.5 yds (25 m),Le-Lin-Bullion-Cotton.jpg,$17.95,$19.95,$35.90
Le Lin Bullion - Dove,04118,Current,Trim,Solid/Plain,,Dropper Fringes,Le Lin Collection,Multi-purpose,White,,,27.5,100% Polyester,,,,Multi-purpose,,8,,,,,Dove,,Le Lin Collection,27.5 yds (25 m),Le-Lin-Bullion-Dove.jpg,$17.95,$19.95,$35.90
Le Lin Bullion - Pebble,04119,Current,Trim,Solid/Plain,,Dropper Fringes,Le Lin Collection,Multi-purpose,White,,,27.5,100% Polyester,,,,Multi-purpose,,8,,,,,Pebble,,Le Lin Collection,27.5 yds (25 m),Le-Lin-Bullion-Pebble.jpg,$17.95,$19.95,$35.90
Le Lin Bullion - White,04120,Current,Trim,Solid/Plain,,Dropper Fringes,Le Lin Collection,Multi-purpose,White,,,27.5,100% Polyester,,,,Multi-purpose,,8,,,,,White,,Le Lin Collection,27.5 yds (25 m),Le-Lin-Bullion-White.jpg,$17.95,$19.95,$35.90
Le Mans-Aqua,04121,Current,Trim,Solid/Plain,,Tieback/Holdback,Le Petite,Multi-purpose,Teal,,,12,100% Polyester,,,Solid/Plain,Multi-purpose,,1.75,,,,,Aqua,,Le Petite,Package of 12 pcs,Le-Mans-Aqua.jpg,$7.42,$8.49,$14.84
Le Mans-Ballet White,04122,Current,Trim,Solid/Plain,,Tieback/Holdback,Le Petite,Multi-purpose,White,,,12,100% Polyester,,,Solid/Plain,Multi-purpose,,1.75,,,,,Ballet White,,Le Petite,Package of 12 pcs,Le-Mans-Ballet-White.jpg,$7.42,$8.49,$14.84
Le Mans-Coral,04123,Current,Trim,Solid/Plain,,Tieback/Holdback,Le Petite,Multi-purpose,Pink,,,12,100% Polyester,,,Solid/Plain,Multi-purpose,,1.75,,,,,Coral,,Le Petite,Package of 12 pcs,Le-Mans-Coral.jpg,$7.42,$8.49,$14.84
Le Mans-Gold Dust,04124,Current,Trim,Solid/Plain,,Tieback/Holdback,Le Petite,Multi-purpose,Gold,,,12,100% Polyester,,,Solid/Plain,Multi-purpose,,1.75,,,,,Gold Dust,,Le Petite,Package of 12 pcs,Le-Mans-Gold-Dust.jpg,$7.42,$8.49,$14.84
Le Mans-Graphite,04125,Discontinued,Trim,Solid/Plain,,Tieback/Holdback,Le Petite,Multi-purpose,Silver,Grey,,12,100% Polyester,,,Solid/Plain,Multi-purpose,,1.75,,,,,Graphite,,Le Petite,Package of 12 pcs,,$7.42,$8.49,$14.84
Le Mans-Java,04126,Current,Trim,Solid/Plain,,Tieback/Holdback,Le Petite,Multi-purpose,Brown,,,12,100% Polyester,,,Solid/Plain,Multi-purpose,,1.75,,,,,Java,,Le Petite,Package of 12 pcs,Le-Mans-Java.jpg,$7.42,$8.49,$14.84
Le Mans-Lavender,04127,Current,Trim,Solid/Plain,,Tieback/Holdback,Le Petite,Multi-purpose,Grey,,,12,100% Polyester,,,Solid/Plain,Multi-purpose,,1.75,,,,,Lavender,,Le Petite,Package of 12 pcs,Le-Mans-Lavender.jpg,$7.42,$8.49,$14.84
Le Mans-Rogers,04128,Current,Trim,Solid/Plain,,Tieback/Holdback,Le Petite,Multi-purpose,Multi,,,12,100% Polyester,,,Solid/Plain,Multi-purpose,,1.75,,,,,Rogers,,Le Petite,Package of 12 pcs,Le-Mans-Rogers.jpg,$7.42,$8.49,$14.84
Le Mans-Seabreeze,04129,Current,Trim,Solid/Plain,,Tieback/Holdback,Le Petite,Multi-purpose,Grey,,,12,100% Polyester,,,Solid/Plain,Multi-purpose,,1.75,,,,,Seabreeze,,Le Petite,Package of 12 pcs,Le-Mans-Seabreeze.jpg,$7.42,$8.49,$14.84
Le Mans-Tangerine,04130,Current,Trim,Solid/Plain,,Tieback/Holdback,Le Petite,Multi-purpose,Red,Gold,,12,100% Polyester,,,Solid/Plain,Multi-purpose,,1.75,,,,,Tangerine,,Le Petite,Package of 12 pcs,Le-Mans-Tangerine.jpg,$7.42,$8.49,$14.84
Le Mans-Wine,04131,Current,Trim,Solid/Plain,,Tieback/Holdback,Le Petite,Multi-purpose,Multi,,,12,100% Polyester,,,Solid/Plain,Multi-purpose,,1.75,,,,,Wine,,Le Petite,Package of 12 pcs,Le-Mans-Wine.jpg,$7.42,$8.49,$14.84
Le Mans-Zing,04132,Current,Trim,Solid/Plain,,Tieback/Holdback,Le Petite,Multi-purpose,Grey,Gold,,12,100% Polyester,,,Solid/Plain,Multi-purpose,,1.75,,,,,Zing,,Le Petite,Package of 12 pcs,Le-Mans-Zing.jpg,$7.42,$8.49,$14.84
Le Puy Col. Cinnabar,04133,Current,Trim,Contemporary/Modern,,Tapes/Braids,Elegant Dream,Multi-purpose,Orange,Gold,,27.5,100% Rayon,,,Contemporary/Modern,Multi-purpose,"H: 1.25""",1.75,,,,,Cinnabar,,Elegant Dream,27.5 yds (25 m),Le-Puy-Cinnabar.jpg,$4.30,$5.93,$8.60
Le Puy Col. Field,04134,Current,Trim,Contemporary/Modern,,Tapes/Braids,Elegant Dream,Multi-purpose,Green,,,27.5,100% Rayon,,,Contemporary/Modern,Multi-purpose,"H: 1.25""",1.75,,,,,Field,,Elegant Dream,27.5 yds (25 m),Le-Puy-Field.jpg,$4.30,$5.93,$8.60
Le Puy Col. Fountain,04135,Current,Trim,Contemporary/Modern,,Tapes/Braids,Elegant Dream,Multi-purpose,Teal,Brown,,27.5,100% Rayon,,,Contemporary/Modern,Multi-purpose,"H: 1.25""",1.75,,,,,Fountain,,Elegant Dream,27.5 yds (25 m),Le-Puy-Fountain.jpg,$4.30,$5.93,$8.60
Le Puy Col. Ink,04136,Current,Trim,Contemporary/Modern,,Tapes/Braids,Elegant Dream,Multi-purpose,Blue,Yellow,,27.5,100% Rayon,,,Contemporary/Modern,Multi-purpose,"H: 1.25""",1.75,,,,,Ink,,Elegant Dream,27.5 yds (25 m),Le-Puy-Ink.jpg,$4.30,$5.93,$8.60
Le Puy Col. Melon,04137,Current,Trim,Contemporary/Modern,,Tapes/Braids,Elegant Dream,Multi-purpose,Pink,Yellow,,27.5,100% Rayon,,,Contemporary/Modern,Multi-purpose,"H: 1.25""",1.75,,,,,Melon,,Elegant Dream,27.5 yds (25 m),Le-Puy-Melon.jpg,$4.30,$5.93,$8.60
Le Puy Col. Willow,04138,Current,Trim,Contemporary/Modern,,Tapes/Braids,Elegant Dream,Multi-purpose,Yellow,,,27.5,100% Rayon,,,Contemporary/Modern,Multi-purpose,"H: 1.25""",1.75,,,,,Willow,,Elegant Dream,27.5 yds (25 m),Le-Puy-Willow.jpg,$4.30,$5.93,$8.60
Leaden - Coconut,04139,Current,Fabric,Solid/Plain,,,Sombre,Multi-purpose,White,,,40,100% Polyester,,,Solid/Plain,Multi-purpose,,55,,,,,Coconut,340g/m*m,Sombre,Approximately 40 yards,Leaden-Coconut.jpg,$10.95,$12.95,$21.90
Leaden - Kelp,04140,Current,Fabric,Solid/Plain,,,Sombre,Multi-purpose,Neutral,,,40,100% Polyester,,,Solid/Plain,Multi-purpose,,55,,,,,Kelp,340g/m*m,Sombre,Approximately 40 yards,Leaden-Kelp.jpg,$10.95,$12.95,$21.90
Leaden - Ostrich,04141,Current,Fabric,Solid/Plain,,,Sombre,Multi-purpose,White,,,40,100% Polyester,,,Solid/Plain,Multi-purpose,,55,,,,,Ostrich,340g/m*m,Sombre,Approximately 40 yards,Leaden-Ostrich.jpg,$10.95,$12.95,$21.90
Leaden - Oyster,04142,Current,Fabric,Solid/Plain,,,Sombre,Multi-purpose,Grey,,,40,100% Polyester,,,Solid/Plain,Multi-purpose,,55,,,,,Oyster,340g/m*m,Sombre,Approximately 40 yards,Leaden-Oyster.jpg,$10.95,$12.95,$21.90
Leaden - Parchment,04143,Current,Fabric,Solid/Plain,,,Sombre,Multi-purpose,Grey,,,40,100% Polyester,,,Solid/Plain,Multi-purpose,,55,,,,,Parchment,340g/m*m,Sombre,Approximately 40 yards,Leaden - Parchment.jpg,$10.95,$12.95,$21.90
Leaden - Porcelain,04144,Current,Fabric,Solid/Plain,,,Sombre,Multi-purpose,Grey,,,40,100% Polyester,,,Solid/Plain,Multi-purpose,,55,,,,,Porcelain,340g/m*m,Sombre,Approximately 40 yards,Leaden - Porcelain.jpg,$10.95,$12.95,$21.90
Leah-Blush,04145,Current,Trim,Abstract,,Pom-pom Fringe,Hoopla,Multi-purpose,Multi,,,27.5,100% Polyester,,,Abstract,Multi-purpose,,3,,,,,Blush,,Hoopla,27.5 yds (25 m),Leah-Blush.jpg,$7.42,$9.35,$14.84
Leah-Fuchsia,04146,Discontinued,Trim,Abstract,,Pom-pom Fringe,Hoopla,Multi-purpose,Multi,,,27.5,100% Polyester,,,Abstract,Multi-purpose,,3,,,,,Fuchsia,,Hoopla,27.5 yds (25 m),,$7.42,$9.35,$14.84
Leah-Lavender,04147,Discontinued,Trim,Abstract,,Pom-pom Fringe,Hoopla,Multi-purpose,Multi,,,27.5,100% Polyester,,,Abstract,Multi-purpose,,3,,,,,Lavender,,Hoopla,27.5 yds (25 m),,$7.42,$9.35,$14.84
Leah-Limetwist,04148,Discontinued,Trim,Abstract,,Pom-pom Fringe,Hoopla,Multi-purpose,Multi,,,27.5,100% Polyester,,,Abstract,Multi-purpose,,3,,,,,Limetwist,,Hoopla,27.5 yds (25 m),,$7.42,$9.35,$14.84
Leah-Pumpkin,04149,Current,Trim,Abstract,,Pom-pom Fringe,Hoopla,Multi-purpose,Multi,,,27.5,100% Polyester,,,Abstract,Multi-purpose,,3,,,,,Pumpkin,,Hoopla,27.5 yds (25 m),Leah-Pumpkin.jpg,$7.42,$9.35,$14.84
Leccee Col. Field,04150,Discontinued,Trim,Solid/Plain,,Lip Cords,Canali / Les Marches,Multi-purpose,Yellow,Brown,,55,50 % Polyester / 50% Rayon,,,Solid/Plain,Multi-purpose,,0.25,,,,,Field,,Canali / Les Marches,55 yds (50.29 m),,$1.10,$1.82,$2.20
Leccee Col. Frappe,04151,Current,Trim,Solid/Plain,,Lip Cords,Canali / Les Marches,Multi-purpose,Multi,,,55,50 % Polyester / 50% Rayon,,,Solid/Plain,Multi-purpose,,0.25,,,,,Frappe,,Canali / Les Marches,55 yds (50.29 m),Leccee-Frappe.jpg,$1.10,$1.82,$2.20
Leccee Col. Harvest,04152,Current,Trim,Solid/Plain,,Lip Cords,Canali / Les Marches,Multi-purpose,Multi,,,55,50 % Polyester / 50% Rayon,,,Solid/Plain,Multi-purpose,,0.25,,,,,Harvest,,Canali / Les Marches,55 yds (50.29 m),Leccee-Harvest.jpg,$1.10,$1.82,$2.20
Leccee Col. Java,04153,Current,Trim,Solid/Plain,,Lip Cords,Canali / Les Marches,Multi-purpose,Multi,,,55,50 % Polyester / 50% Rayon,,,Solid/Plain,Multi-purpose,,0.25,,,,,Java,,Canali / Les Marches,55 yds (50.29 m),Leccee-Java.jpg,$1.10,$1.82,$2.20
Leccee Col. Mineral,04154,Discontinued,Trim,Solid/Plain,,Lip Cords,Canali / Les Marches,Multi-purpose,,,,55,50 % Polyester / 50% Rayon,,,Solid/Plain,Multi-purpose,,0.25,,,,,Mineral,,Canali / Les Marches,55 yds (50.29 m),,$1.10,$1.82,$2.20
Leccee Col. Noir,04155,Current,Trim,Solid/Plain,,Lip Cords,Canali / Les Marches,Multi-purpose,Multi,,,55,50 % Polyester / 50% Rayon,,,Solid/Plain,Multi-purpose,,0.25,,,,,Noir,,Canali / Les Marches,55 yds (50.29 m),Leccee-Noir.jpg,$1.10,$1.82,$2.20
Leccee Col. Nutmeg,04156,Current,Trim,Solid/Plain,,Lip Cords,Canali / Les Marches,Multi-purpose,Multi,,,55,50 % Polyester / 50% Rayon,,,Solid/Plain,Multi-purpose,,0.25,,,,,Nutmeg,,Canali / Les Marches,55 yds (50.29 m),Leccee-Nutmeg.jpg,$1.10,$1.82,$2.20
Leccee Col. Willow,04157,Discontinued,Trim,Solid/Plain,,Lip Cords,Canali / Les Marches,Multi-purpose,,,,55,50 % Polyester / 50% Rayon,,,Solid/Plain,Multi-purpose,,0.25,,,,,Willow,,Canali / Les Marches,55 yds (50.29 m),,$1.10,$1.82,$2.20
Legacy-(BF)-Cherry,04158,Current,Trim,Solid/Plain,,Brushed Fringe,Legacy,Multi-purpose,Red,,,27.5,97% Linen / 3% Polyester,,,Solid/Plain,Multi-purpose,,1.2,,,,,Cherry,,Legacy,27.5 yds (25 m),Legacy-(BF)-Cherry.jpg,$4.22,$6.35,$8.44
Legacy-(BF)-Dove,04159,Current,Trim,Solid/Plain,,Brushed Fringe,Legacy,Multi-purpose,White,,,27.5,97% Linen / 3% Polyester,,,Solid/Plain,Multi-purpose,,1.2,,,,,Dove,,Legacy,27.5 yds (25 m),Legacy-(BF)-Dove.jpg,$4.22,$6.35,$8.44
Legacy-(BF)-Emerald,04160,Current,Trim,Solid/Plain,,Brushed Fringe,Legacy,Multi-purpose,Teal,,,27.5,97% Linen / 3% Polyester,,,Solid/Plain,Multi-purpose,,1.2,,,,,Emerald,,Legacy,27.5 yds (25 m),Legacy-(BF)-Emerald.jpg,$4.22,$6.35,$8.44
Legacy-(BF)-Grain,04161,Current,Trim,Solid/Plain,,Brushed Fringe,Legacy,Multi-purpose,Brown,,,27.5,97% Linen / 3% Polyester,,,Solid/Plain,Multi-purpose,,1.2,,,,,Grain,,Legacy,27.5 yds (25 m),Legacy-(BF)-Grain.jpg,$4.22,$6.35,$8.44
Legacy-(BF)-Gray,04162,Current,Trim,Solid/Plain,,Brushed Fringe,Legacy,Multi-purpose,Grey,,,27.5,97% Linen / 3% Polyester,,,Solid/Plain,Multi-purpose,,1.2,,,,,Gray,,Legacy,27.5 yds (25 m),Legacy-(BF)-Gray.jpg,$4.22,$6.35,$8.44
Legacy-(BF)-Haze,04163,Current,Trim,Solid/Plain,,Brushed Fringe,Legacy,Multi-purpose,Grey,,,27.5,97% Linen / 3% Polyester,,,Solid/Plain,Multi-purpose,,1.2,,,,,Haze,,Legacy,27.5 yds (25 m),Legacy-(BF)-Haze.jpg,$4.22,$6.35,$8.44
Legacy-(BF)-Kiwi,04164,Current,Trim,Solid/Plain,,Brushed Fringe,Legacy,Multi-purpose,Yellow,,,27.5,97% Linen / 3% Polyester,,,Solid/Plain,Multi-purpose,,1.2,,,,,Kiwi,,Legacy,27.5 yds (25 m),Legacy-(BF)-Kiwi.jpg,$4.22,$6.35,$8.44
Legacy-(BF)-Marble,04165,Current,Trim,Solid/Plain,,Brushed Fringe,Legacy,Multi-purpose,White,,,27.5,97% Linen / 3% Polyester,,,Solid/Plain,Multi-purpose,,1.2,,,,,Marble,,Legacy,27.5 yds (25 m),Legacy-(BF)-Marble.jpg,$4.22,$6.35,$8.44
Legacy-(BF)-Marine,04166,Current,Trim,Solid/Plain,,Brushed Fringe,Legacy,Multi-purpose,Blue,,,27.5,97% Linen / 3% Polyester,,,Solid/Plain,Multi-purpose,,1.2,,,,,Marine,,Legacy,27.5 yds (25 m),Legacy-(BF)-Marine.jpg,$4.22,$6.35,$8.44
Legacy-(BF)-Quartz,04167,Current,Trim,Solid/Plain,,Brushed Fringe,Legacy,Multi-purpose,White,,,27.5,97% Linen / 3% Polyester,,,Solid/Plain,Multi-purpose,,1.2,,,,,Quartz,,Legacy,27.5 yds (25 m),Legacy-(BF)-Quartz.jpg,$4.22,$6.35,$8.44
Legacy-(BF)-Smoke,04168,Current,Trim,Solid/Plain,,Brushed Fringe,Legacy,Multi-purpose,Black,,,27.5,97% Linen / 3% Polyester,,,Solid/Plain,Multi-purpose,,1.2,,,,,Smoke,,Legacy,27.5 yds (25 m),Legacy-(BF)-Smoke.jpg,$4.22,$6.35,$8.44
